label,text
1,"This is Sergeant Sarah from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4195 to the following account right away."
1,"Your electricity bill is overdue. If payment is not made within 22 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Your electricity bill is overdue. If payment is not made within 33 hours, your service will be disconnected. Call us immediately at 1-800-555-1234."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $517 to the following account right away."
1,"This is Officer Alex from the IRS. You owe $3571 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 7 to speak with an agent."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $583 in our sweepstakes. To claim your prize, you need to pay a $459 processing fee. Call us back immediately at this number."
1,"We have detected unauthorized charges of $1426 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Officer John from the IRS. You owe $4706 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 5 to speak with an agent."
1,"This is Officer David from the IRS. You owe $2173 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 8 to speak with an agent."
1,"Your Amazon Prime subscription will be auto-renewed for $2872. If this is a mistake, press 9 to cancel and claim a refund."
1,"Your Amazon Prime subscription will be auto-renewed for $4288. If this is a mistake, press 8 to cancel and claim a refund."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $1127 in our sweepstakes. To claim your prize, you need to pay a $433 processing fee. Call us back immediately at this number."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 4 to connect with a technician.
1,"This is Officer Alex from the IRS. You owe $2349 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 9 to speak with an agent."
1,"Your Amazon Prime subscription will be auto-renewed for $2161. If this is a mistake, press 8 to cancel and claim a refund."
1,"This is Officer Alex from the IRS. You owe $2990 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 1 to speak with an agent."
1,"Congratulations! You’ve won $3834 in our sweepstakes. To claim your prize, you need to pay a $480 processing fee. Call us back immediately at this number."
1,"Your electricity bill is overdue. If payment is not made within 21 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"This is Officer Alex from the IRS. You owe $4886 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 2 to speak with an agent."
1,"We have detected unauthorized charges of $939 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Officer David from the IRS. You owe $2621 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 6 to speak with an agent."
1,"This is Officer Alex from the IRS. You owe $1098 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 6 to speak with an agent."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $3807 in our sweepstakes. To claim your prize, you need to pay a $432 processing fee. Call us back immediately at this number."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 8 to connect with a technician.
1,"This is Officer Sarah from the IRS. You owe $2519 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 7 to speak with an agent."
1,"We have detected unauthorized charges of $449 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Sergeant Alex from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $3766 to the following account right away."
1,"Congratulations! You’ve won $1615 in our sweepstakes. To claim your prize, you need to pay a $172 processing fee. Call us back immediately at this number."
1,"This is Officer David from the IRS. You owe $626 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 8 to speak with an agent."
1,"Your Amazon Prime subscription will be auto-renewed for $4580. If this is a mistake, press 8 to cancel and claim a refund."
1,"Congratulations! You’ve won $4772 in our sweepstakes. To claim your prize, you need to pay a $89 processing fee. Call us back immediately at this number."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $4241 in our sweepstakes. To claim your prize, you need to pay a $255 processing fee. Call us back immediately at this number."
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,"We have detected unauthorized charges of $446 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $2901 to the following account right away."
1,"This is Officer John from the IRS. You owe $1438 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 8 to speak with an agent."
1,"Your Amazon Prime subscription will be auto-renewed for $4221. If this is a mistake, press 1 to cancel and claim a refund."
1,"We have detected unauthorized charges of $1074 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $110 in our sweepstakes. To claim your prize, you need to pay a $86 processing fee. Call us back immediately at this number."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4657 to the following account right away."
1,"We have detected unauthorized charges of $2682 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Sergeant Emily from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4765 to the following account right away."
1,"This is Officer Alex from the IRS. You owe $4799 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 1 to speak with an agent."
1,"Your electricity bill is overdue. If payment is not made within 26 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,"This is Officer John from the IRS. You owe $1369 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 3 to speak with an agent."
1,"Congratulations! You’ve won $3925 in our sweepstakes. To claim your prize, you need to pay a $461 processing fee. Call us back immediately at this number."
1,"Your Amazon Prime subscription will be auto-renewed for $2549. If this is a mistake, press 8 to cancel and claim a refund."
1,"This is Officer Emily from the IRS. You owe $669 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 1 to speak with an agent."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 7 to connect with a technician.
1,"Your electricity bill is overdue. If payment is not made within 33 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"Your Amazon Prime subscription will be auto-renewed for $1388. If this is a mistake, press 9 to cancel and claim a refund."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 5 to connect with a technician.
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 9 to connect with a technician.
1,"We have detected unauthorized charges of $2741 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"We have detected unauthorized charges of $2739 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"We have detected unauthorized charges of $4624 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"Your Amazon Prime subscription will be auto-renewed for $2266. If this is a mistake, press 1 to cancel and claim a refund."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 5 to connect with a technician.
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Your Amazon Prime subscription will be auto-renewed for $3767. If this is a mistake, press 5 to cancel and claim a refund."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4455 to the following account right away."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"This is Sergeant Sarah from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $3644 to the following account right away."
1,"We have detected unauthorized charges of $1742 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"Congratulations! You’ve won $758 in our sweepstakes. To claim your prize, you need to pay a $340 processing fee. Call us back immediately at this number."
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Your Amazon Prime subscription will be auto-renewed for $1932. If this is a mistake, press 1 to cancel and claim a refund."
1,"Congratulations! You’ve won $374 in our sweepstakes. To claim your prize, you need to pay a $129 processing fee. Call us back immediately at this number."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 5 to connect with a technician.
1,"Congratulations! You’ve won $3003 in our sweepstakes. To claim your prize, you need to pay a $97 processing fee. Call us back immediately at this number."
1,"Your electricity bill is overdue. If payment is not made within 27 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,"Your Amazon Prime subscription will be auto-renewed for $1987. If this is a mistake, press 4 to cancel and claim a refund."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 2 to connect with a technician.
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 9 to connect with a technician.
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $4651 in our sweepstakes. To claim your prize, you need to pay a $459 processing fee. Call us back immediately at this number."
1,"Congratulations! You’ve won $1717 in our sweepstakes. To claim your prize, you need to pay a $107 processing fee. Call us back immediately at this number."
1,"Your electricity bill is overdue. If payment is not made within 23 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 2 to connect with a technician.
1,"Congratulations! You’ve won $2311 in our sweepstakes. To claim your prize, you need to pay a $76 processing fee. Call us back immediately at this number."
1,"We have detected unauthorized charges of $333 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 4 to connect with a technician.
1,"Your electricity bill is overdue. If payment is not made within 32 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $2529 to the following account right away."
1,"Your Amazon Prime subscription will be auto-renewed for $1218. If this is a mistake, press 6 to cancel and claim a refund."
1,"Congratulations! You’ve won $4741 in our sweepstakes. To claim your prize, you need to pay a $488 processing fee. Call us back immediately at this number."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 1 to connect with a technician.
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 9 to connect with a technician.
1,"Your Amazon Prime subscription will be auto-renewed for $4578. If this is a mistake, press 3 to cancel and claim a refund."
1,"This is Officer Emily from the IRS. You owe $4056 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 5 to speak with an agent."
1,"This is Officer Emily from the IRS. You owe $4937 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 9 to speak with an agent."
1,"Your electricity bill is overdue. If payment is not made within 14 hours, your service will be disconnected. Call us immediately at 1-800-555-1234."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4790 to the following account right away."
1,"We have detected unauthorized charges of $3375 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"Your electricity bill is overdue. If payment is not made within 38 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,"This is Sergeant Emily from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $1278 to the following account right away."
1,"Congratulations! You’ve won $1634 in our sweepstakes. To claim your prize, you need to pay a $154 processing fee. Call us back immediately at this number."
1,"This is Officer Sarah from the IRS. You owe $442 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 9 to speak with an agent."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 5 to connect with a technician.
1,"This is Officer John from the IRS. You owe $4171 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 4 to speak with an agent."
1,"Your electricity bill is overdue. If payment is not made within 46 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"We have detected unauthorized charges of $725 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 6 to connect with a technician.
1,"Your Amazon Prime subscription will be auto-renewed for $275. If this is a mistake, press 5 to cancel and claim a refund."
1,"We have detected unauthorized charges of $737 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Sergeant Emily from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $5000 to the following account right away."
1,"We have detected unauthorized charges of $2263 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Sergeant Emily from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $274 to the following account right away."
1,"Your Amazon Prime subscription will be auto-renewed for $788. If this is a mistake, press 8 to cancel and claim a refund."
1,"We have detected unauthorized charges of $528 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"We have detected unauthorized charges of $4847 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"Your Amazon Prime subscription will be auto-renewed for $4506. If this is a mistake, press 6 to cancel and claim a refund."
1,"This is Sergeant David from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $1724 to the following account right away."
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,"We have detected unauthorized charges of $3107 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"Your Amazon Prime subscription will be auto-renewed for $2013. If this is a mistake, press 6 to cancel and claim a refund."
1,"We have detected unauthorized charges of $4036 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 4 to connect with a technician.
1,"This is Officer Alex from the IRS. You owe $2203 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 1 to speak with an agent."
1,"This is Sergeant Sarah from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $3781 to the following account right away."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 3 to connect with a technician.
1,"Congratulations! You’ve won $4757 in our sweepstakes. To claim your prize, you need to pay a $374 processing fee. Call us back immediately at this number."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4374 to the following account right away."
1,"We have detected unauthorized charges of $1065 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Officer John from the IRS. You owe $1697 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 5 to speak with an agent."
1,"Congratulations! You’ve won $2449 in our sweepstakes. To claim your prize, you need to pay a $467 processing fee. Call us back immediately at this number."
1,"This is Officer John from the IRS. You owe $2241 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 8 to speak with an agent."
1,"Your electricity bill is overdue. If payment is not made within 12 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,"This is Officer Alex from the IRS. You owe $2767 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 9 to speak with an agent."
1,"This is Officer David from the IRS. You owe $463 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 6 to speak with an agent."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $2259 in our sweepstakes. To claim your prize, you need to pay a $121 processing fee. Call us back immediately at this number."
1,"Your Amazon Prime subscription will be auto-renewed for $3716. If this is a mistake, press 2 to cancel and claim a refund."
1,"Congratulations! You’ve won $2506 in our sweepstakes. To claim your prize, you need to pay a $276 processing fee. Call us back immediately at this number."
1,"Congratulations! You’ve won $4656 in our sweepstakes. To claim your prize, you need to pay a $392 processing fee. Call us back immediately at this number."
1,"This is Sergeant David from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4642 to the following account right away."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 3 to connect with a technician.
1,"Your Amazon Prime subscription will be auto-renewed for $1790. If this is a mistake, press 4 to cancel and claim a refund."
1,"Congratulations! You’ve won $1368 in our sweepstakes. To claim your prize, you need to pay a $461 processing fee. Call us back immediately at this number."
1,"This is Sergeant Emily from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $2638 to the following account right away."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 2 to connect with a technician.
1,"This is Sergeant Sarah from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4376 to the following account right away."
1,"Congratulations! You’ve won $3520 in our sweepstakes. To claim your prize, you need to pay a $319 processing fee. Call us back immediately at this number."
1,"This is Officer Alex from the IRS. You owe $1958 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 8 to speak with an agent."
1,"Congratulations! You’ve won $191 in our sweepstakes. To claim your prize, you need to pay a $116 processing fee. Call us back immediately at this number."
1,"Your electricity bill is overdue. If payment is not made within 30 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"This is Officer John from the IRS. You owe $3261 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 1 to speak with an agent."
1,"Your Amazon Prime subscription will be auto-renewed for $286. If this is a mistake, press 6 to cancel and claim a refund."
1,"Your electricity bill is overdue. If payment is not made within 29 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"This is Sergeant Emily from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $2399 to the following account right away."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 2 to connect with a technician.
1,"We have detected unauthorized charges of $3267 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Officer Sarah from the IRS. You owe $2344 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 1 to speak with an agent."
1,"Your Amazon Prime subscription will be auto-renewed for $3307. If this is a mistake, press 7 to cancel and claim a refund."
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Your Amazon Prime subscription will be auto-renewed for $968. If this is a mistake, press 6 to cancel and claim a refund."
1,"Your Amazon Prime subscription will be auto-renewed for $2099. If this is a mistake, press 6 to cancel and claim a refund."
1,"Congratulations! You’ve won $2608 in our sweepstakes. To claim your prize, you need to pay a $294 processing fee. Call us back immediately at this number."
1,"This is Sergeant Sarah from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $4515 to the following account right away."
1,"This is Officer Alex from the IRS. You owe $4608 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 5 to speak with an agent."
1,"Your electricity bill is overdue. If payment is not made within 20 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"This is Officer David from the IRS. You owe $679 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 3 to speak with an agent."
1,"We have detected unauthorized charges of $2999 on your credit card. To secure your account, we need your card number and security code. Failure to respond will result in account suspension."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $2480 to the following account right away."
1,"This is Sergeant Alex from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $3001 to the following account right away."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 5 to connect with a technician.
1,"Your Amazon Prime subscription will be auto-renewed for $4741. If this is a mistake, press 4 to cancel and claim a refund."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 8 to connect with a technician.
1,"Congratulations! You’ve won $102 in our sweepstakes. To claim your prize, you need to pay a $130 processing fee. Call us back immediately at this number."
1,"Your electricity bill is overdue. If payment is not made within 27 hours, your service will be disconnected. Call us immediately at 1-800-555-1234."
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Your electricity bill is overdue. If payment is not made within 31 hours, your service will be disconnected. Call us immediately at 1-800-555-9876."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Your Amazon Prime subscription will be auto-renewed for $3762. If this is a mistake, press 3 to cancel and claim a refund."
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $3187 in our sweepstakes. To claim your prize, you need to pay a $228 processing fee. Call us back immediately at this number."
1,"Your Amazon Prime subscription will be auto-renewed for $315. If this is a mistake, press 2 to cancel and claim a refund."
1,"This is Sergeant Sarah from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $905 to the following account right away."
1,"Your electricity bill is overdue. If payment is not made within 45 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,"Your Amazon Prime subscription will be auto-renewed for $4008. If this is a mistake, press 2 to cancel and claim a refund."
1,"Your Amazon Prime subscription will be auto-renewed for $4224. If this is a mistake, press 9 to cancel and claim a refund."
1,"Your electricity bill is overdue. If payment is not made within 28 hours, your service will be disconnected. Call us immediately at 1-800-555-1234."
1,"This is Officer John from the IRS. You owe $328 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 7 to speak with an agent."
1,"Your Amazon Prime subscription will be auto-renewed for $1568. If this is a mistake, press 6 to cancel and claim a refund."
1,"Your electricity bill is overdue. If payment is not made within 19 hours, your service will be disconnected. Call us immediately at 1-800-555-5678."
1,"Congratulations! You’ve won $3161 in our sweepstakes. To claim your prize, you need to pay a $340 processing fee. Call us back immediately at this number."
1,"This is Sergeant John from the local police department. You are under investigation for a fraud case. To avoid further legal action, transfer $3453 to the following account right away."
1,"Your Amazon Prime subscription will be auto-renewed for $1194. If this is a mistake, press 5 to cancel and claim a refund."
1,"Congratulations! You’ve won $2527 in our sweepstakes. To claim your prize, you need to pay a $248 processing fee. Call us back immediately at this number."
1,"This is Officer David from the IRS. You owe $3113 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 1 to speak with an agent."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 1 to connect with a technician.
1,"Congratulations! You’ve won $1452 in our sweepstakes. To claim your prize, you need to pay a $238 processing fee. Call us back immediately at this number."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 3 to connect with a technician.
1,"Your Amazon Prime subscription will be auto-renewed for $254. If this is a mistake, press 3 to cancel and claim a refund."
1,"Your electricity bill is overdue. If payment is not made within 13 hours, your service will be disconnected. Call us immediately at 1-800-555-1234."
1,"Hello, we are collecting donations for animal shelters. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Your electricity bill is overdue. If payment is not made within 34 hours, your service will be disconnected. Call us immediately at 1-800-555-1234."
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 7 to connect with a technician.
1,"Your Amazon Prime subscription will be auto-renewed for $4056. If this is a mistake, press 5 to cancel and claim a refund."
1,"Your Amazon Prime subscription will be auto-renewed for $4260. If this is a mistake, press 6 to cancel and claim a refund."
1,"Hello, we are collecting donations for children's education. Please provide your credit card details to make a contribution today. Every second counts!"
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 6 to connect with a technician.
1,This is Microsoft Support. Your computer has been infected with a serious virus. Do not use your device until you follow our instructions. Press 4 to connect with a technician.
1,"Hello, we are collecting donations for disaster relief victims. Please provide your credit card details to make a contribution today. Every second counts!"
1,"Congratulations! You’ve won $1510 in our sweepstakes. To claim your prize, you need to pay a $98 processing fee. Call us back immediately at this number."
1,"This is Officer David from the IRS. You owe $4304 in back taxes. If you do not pay immediately, we will issue a warrant for your arrest. Please press 7 to speak with an agent."
